clip_id,remap_chrom,remap_pos,remap_mapq,remap_cigar,clip_length
sample1|NB501618:163:HWFCNAFXX:1:11305:1497:11984|right|1:91852829|clip=33,11,69457916,60,33M,33
sample1|NB501618:163:HWFCNAFXX:3:21403:14602:3913|right|11:69456251|clip=50,2,33141313,23,4S46M,50
sample1|NB501618:163:HWFCNAFXX:3:21508:12222:12937|right|11:69456251|clip=43,2,33141425,0,43M,43
sample1|NB501618:163:HWFCNAFXX:3:21603:9529:17542|right|11:69456251|clip=49,2,33141311,25,11S38M,49
sample1|NB501618:163:HWFCNAFXX:4:11512:11993:6069|right|11:69456251|clip=50,Un_gl000220,153529,0,50M,50
sample1|NB501618:163:HWFCNAFXX:4:21507:7159:13639|right|11:69456251|clip=48,M,14346,60,48M,48
sample1|NB501618:163:HWFCNAFXX:1:11209:16991:18214|right|11:69456257|clip=37,11,69456101,60,37M,37
sample1|NB501618:163:HWFCNAFXX:3:11609:9563:9614|left|11:69456260|clip=33,11,69458699,60,33M,33
sample1|NB501618:163:HWFCNAFXX:2:21309:13743:11132|right|11:69456268|clip=42,11,69456087,60,42M,42
sample1|NB501618:163:HWFCNAFXX:1:11105:12748:7777|right|11:69456275|clip=42,11,69456124,60,42M,42
sample1|NB501618:163:HWFCNAFXX:2:11208:14738:12342|right|11:69456275|clip=44,11,69455921,60,44M,44
sample1|NB501618:163:HWFCNAFXX:1:21301:22065:12139|left|11:69457203|clip=38,11,69457787,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:11403:23277:9915|left|11:69457727|clip=38,2,33141315,16,38M,38
sample1|NB501618:163:HWFCNAFXX:3:11602:11805:14207|right|11:69457783|clip=31,11,69457790,60,31M,31
sample1|NB501618:163:HWFCNAFXX:3:11602:11805:14207|right|11:69457783|clip=35,11,69457790,60,35M,35
sample1|NB501618:163:HWFCNAFXX:4:11407:21198:4424|left|11:69457802|clip=41,Un_gl000220,157323,0,41M,41
sample1|NB501618:163:HWFCNAFXX:4:21408:8087:8055|left|11:69457802|clip=37,Un_gl000220,113351,0,37M,37
sample1|NB501618:163:HWFCNAFXX:4:21412:11953:14603|left|11:69457806|clip=33,11,69462758,60,33M,33
sample1|NB501618:163:HWFCNAFXX:4:21412:11953:14603|left|11:69457806|clip=33,11,69462758,60,33M,33
sample1|NB501618:163:HWFCNAFXX:3:11612:5133:13999|right|11:69457810|clip=31,11,69458610,60,31M,31
sample1|NB501618:163:HWFCNAFXX:3:11612:5133:13999|right|11:69457810|clip=31,11,69458610,60,31M,31
sample1|NB501618:163:HWFCNAFXX:4:21402:12319:15025|right|11:69457810|clip=37,11,69457973,60,37M,37
sample1|NB501618:163:HWFCNAFXX:3:11507:14734:18321|right|11:69457839|clip=43,11,69458597,60,43M,43
sample1|NB501618:163:HWFCNAFXX:3:11609:24593:5521|left|11:69457839|clip=30,11,69456138,60,30M,30
sample1|NB501618:163:HWFCNAFXX:2:11303:17330:3603|right|11:69457854|clip=32,11,69456122,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:21502:22605:15807|left|11:69457859|clip=32,11,69465921,60,32M,32
sample1|NB501618:163:HWFCNAFXX:2:21302:26358:6003|left|11:69457875|clip=41,11,69457784,60,41M,41
sample1|NB501618:163:HWFCNAFXX:3:21605:20606:11617|left|11:69457909|clip=39,11,69458637,60,39M,39
sample1|NB501618:163:HWFCNAFXX:1:11211:26800:14226|right|11:69457917|clip=37,11,69457788,60,37M,37
sample1|NB501618:163:HWFCNAFXX:4:21412:10248:9242|left|11:69457940|clip=36,Un_gl000220,110438,0,36M,36
sample1|NB501618:163:HWFCNAFXX:1:21311:1843:16609|left|11:69457943|clip=39,11,69457833,60,39M,39
sample1|NB501618:163:HWFCNAFXX:1:21311:1843:16609|left|11:69457943|clip=39,11,69457833,60,39M,39
sample1|NB501618:163:HWFCNAFXX:1:21311:23355:16046|left|11:69457946|clip=41,11,69456200,60,41M,41
sample1|NB501618:163:HWFCNAFXX:3:11607:4010:4547|left|11:69457946|clip=42,21,9827033,23,42M,42
sample1|NB501618:163:HWFCNAFXX:3:11607:4010:4547|left|11:69457946|clip=45,21,9827033,25,45M,45
sample1|NB501618:163:HWFCNAFXX:3:11604:15855:6056|left|11:69457949|clip=45,11,69457828,60,45M,45
sample1|NB501618:163:HWFCNAFXX:1:11309:6456:6152|right|11:69457961|clip=34,11,69456097,60,34M,34
sample1|NB501618:163:HWFCNAFXX:1:11309:6456:6152|right|11:69457961|clip=34,11,69456097,60,34M,34
sample1|NB501618:163:HWFCNAFXX:1:21301:6776:14275|right|11:69457961|clip=39,Un_gl000220,160964,0,39M,39
sample1|NB501618:163:HWFCNAFXX:2:11304:2299:5297|right|11:69457961|clip=40,11,69456115,60,40M,40
sample1|NB501618:163:HWFCNAFXX:2:11305:20303:5072|right|11:69457961|clip=35,11,69456090,60,35M,35
sample1|NB501618:163:HWFCNAFXX:2:11305:20303:5072|right|11:69457961|clip=36,11,69456090,60,36M,36
sample1|NB501618:163:HWFCNAFXX:2:21311:20148:19555|right|11:69457961|clip=34,11,69456097,60,34M,34
sample1|NB501618:163:HWFCNAFXX:2:21311:20148:19555|right|11:69457961|clip=34,11,69456097,60,34M,34
sample1|NB501618:163:HWFCNAFXX:4:21612:14215:7123|right|11:69457961|clip=46,Un_gl000220,158889,0,46M,46
sample1|NB501618:163:HWFCNAFXX:2:11304:2299:5297|right|11:69457962|clip=40,11,69456115,60,40M,40
sample1|NB501618:163:HWFCNAFXX:2:11209:9399:16783|left|11:69457963|clip=45,11,69457899,60,45M,45
sample1|NB501618:163:HWFCNAFXX:2:11209:9399:16783|left|11:69457963|clip=45,11,69457899,60,45M,45
sample1|NB501618:163:HWFCNAFXX:1:11205:10696:15474|left|11:69457965|clip=36,Un_gl000220,110488,0,36M,36
sample1|NB501618:163:HWFCNAFXX:1:11205:10696:15474|left|11:69457965|clip=36,Un_gl000220,154460,0,36M,36
sample1|NB501618:163:HWFCNAFXX:4:21602:16797:5715|left|11:69457971|clip=33,11,69458660,60,33M,33
sample1|NB501618:163:HWFCNAFXX:2:21312:18975:8672|right|11:69457979|clip=51,11,69458599,60,9S42M,51
sample1|NB501618:163:HWFCNAFXX:4:21510:12730:3217|left|11:69457980|clip=35,11,69465937,60,35M,35
sample1|NB501618:163:HWFCNAFXX:4:21510:12730:3217|left|11:69457980|clip=35,11,69465937,60,35M,35
sample1|NB501618:163:HWFCNAFXX:3:21404:19796:8928|left|11:69458001|clip=48,11,69456252,60,30M18S,48
sample1|NB501618:163:HWFCNAFXX:2:11311:12747:10339|left|11:69458010|clip=43,11,69457965,60,43M,43
sample1|NB501618:163:HWFCNAFXX:4:11503:23480:6686|left|11:69458010|clip=46,11,69457962,60,46M,46
sample1|NB501618:163:HWFCNAFXX:1:11311:14420:5860|right|11:69458608|clip=33,11,69462758,60,33M,33
sample1|NB501618:163:HWFCNAFXX:3:21512:13313:13056|right|11:69458618|clip=33,11,69462758,60,33M,33
sample1|NB501618:163:HWFCNAFXX:3:11608:20921:8209|left|11:69458619|clip=40,11,69465989,60,40M,40
sample1|NB501618:163:HWFCNAFXX:2:21106:7156:12596|left|11:69458677|clip=35,Un_gl000220,113747,0,35M,35
sample1|NB501618:163:HWFCNAFXX:2:21106:7156:12596|left|11:69458677|clip=35,Un_gl000220,157719,0,35M,35
sample1|NB501618:163:HWFCNAFXX:4:21410:16241:8777|left|11:69458681|clip=40,11,69466204,60,40M,40
sample1|NB501618:163:HWFCNAFXX:2:21201:15212:5995|left|11:69458684|clip=42,11,69458642,58,42M,42
sample1|NB501618:163:HWFCNAFXX:3:11404:5201:3593|left|11:69458684|clip=47,Un_gl000220,117083,0,47M,47
sample1|NB501618:163:HWFCNAFXX:4:21606:22822:16804|left|11:69458684|clip=47,Un_gl000220,161055,0,47M,47
sample1|NB501618:163:HWFCNAFXX:1:21205:15080:19778|left|11:69458688|clip=35,11,69462801,60,3S32M,35
sample1|NB501618:163:HWFCNAFXX:1:21205:15080:19778|left|11:69458688|clip=35,11,69462801,60,3S32M,35
sample1|NB501618:163:HWFCNAFXX:1:11110:9474:10881|left|11:69458699|clip=32,11,69466174,60,32M,32
sample1|NB501618:163:HWFCNAFXX:1:11110:9474:10881|left|11:69458699|clip=32,11,69466174,60,32M,32
sample1|NB501618:163:HWFCNAFXX:2:11311:5226:17175|right|11:69458705|clip=32,11,69462759,60,32M,32
sample1|NB501618:163:HWFCNAFXX:1:11202:5067:10208|left|11:69466095|clip=32,11,69457962,60,32M,32
sample1|NB501618:163:HWFCNAFXX:4:11509:20660:9917|left|11:69466097|clip=34,11,69457962,60,34M,34
sample1|NB501618:163:HWFCNAFXX:1:21307:16458:12417|right|11:69466961|clip=37,11,69455867,60,37M,37
sample1|NB501618:163:HWFCNAFXX:4:11405:25610:1964|left|11:131654479|clip=32,7,116435941,60,2S30M,32
sample1|NB501618:163:HWFCNAFXX:3:21403:10875:8517|left|12:20704371|clip=35,11,69457962,60,35M,35
sample1|NB501618:163:HWFCNAFXX:3:21609:6494:12970|left|12:20704413|clip=40,7,116435941,60,10S30M,40
sample1|NB501618:163:HWFCNAFXX:3:21609:6494:12970|left|12:20704413|clip=40,7,116435941,60,10S30M,40
sample1|NB501618:163:HWFCNAFXX:3:11512:4096:6813|left|12:52627217|clip=51,12,52629120,60,34M17S,51
sample1|NB501618:163:HWFCNAFXX:1:11101:11824:2888|right|12:52629119|clip=44,12,52639202,60,44M,44
sample1|NB501618:163:HWFCNAFXX:2:11306:3041:6772|right|12:52629119|clip=34,12,52629075,60,34M,34
sample1|NB501618:163:HWFCNAFXX:2:11306:3041:6772|right|12:52629119|clip=34,12,52629075,60,34M,34
sample1|NB501618:163:HWFCNAFXX:4:11503:12076:12785|right|12:52629119|clip=44,12,52639202,60,44M,44
sample1|NB501618:163:HWFCNAFXX:1:21311:14408:18237|right|12:52631296|clip=32,12,52629076,60,32M,32
sample1|NB501618:163:HWFCNAFXX:2:21307:18854:10774|right|12:52631296|clip=32,12,52629076,60,32M,32
sample1|NB501618:163:HWFCNAFXX:4:21405:26042:1192|right|12:52631297|clip=32,12,52629076,60,32M,32
sample1|NB501618:163:HWFCNAFXX:4:11607:20858:10371|right|12:52631302|clip=36,12,52639214,60,36M,36
sample1|NB501618:163:HWFCNAFXX:4:21508:24882:3874|left|12:52632506|clip=41,M,1682,60,41M,41
sample1|NB501618:163:HWFCNAFXX:3:11510:15253:7513|left|12:52632510|clip=32,12,52639223,60,32M,32
sample1|NB501618:163:HWFCNAFXX:4:21409:1084:16441|left|12:52635343|clip=32,16,56642522,60,32M,32
sample1|NB501618:163:HWFCNAFXX:4:21506:14003:3447|left|12:52635415|clip=30,12,52642595,60,30M,30
sample1|NB501618:163:HWFCNAFXX:1:21302:22270:4995|left|12:52636810|clip=35,12,52642537,60,35M,35
sample1|NB501618:163:HWFCNAFXX:3:21505:7832:16431|left|12:52636812|clip=30,2,203705693,0,30M,30
sample1|NB501618:163:HWFCNAFXX:3:21510:21540:14972|left|12:52636815|clip=39,12,52635389,60,32M7S,39
sample1|NB501618:163:HWFCNAFXX:1:21306:1346:14778|left|12:52636824|clip=30,Un_gl000220,153795,0,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21504:20916:4491|left|12:52636828|clip=30,2,133012315,0,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21504:20916:4491|left|12:52636828|clip=30,Un_gl000220,110514,0,30M,30
sample1|NB501618:163:HWFCNAFXX:4:11411:19727:19389|left|12:52636833|clip=39,Un_gl000220,110142,0,39M,39
sample1|NB501618:163:HWFCNAFXX:3:11503:14136:5319|left|12:52636840|clip=46,12,52632512,60,46M,46
sample1|NB501618:163:HWFCNAFXX:4:11412:26438:17061|left|12:52636850|clip=31,12,52642477,60,31M,31
sample1|NB501618:163:HWFCNAFXX:4:11412:26438:17061|left|12:52636850|clip=31,12,52642477,60,31M,31
sample1|NB501618:163:HWFCNAFXX:1:11107:22042:7193|left|12:52636878|clip=31,21,9827432,0,31M,31
sample1|NB501618:163:HWFCNAFXX:1:11107:22042:7193|left|12:52636878|clip=31,Un_gl000220,153477,0,31M,31
sample1|NB501618:163:HWFCNAFXX:2:11304:4086:18125|left|12:52639388|clip=56,12,52636890,60,32M24S,56
sample1|NB501618:163:HWFCNAFXX:4:11501:1170:2247|right|12:52639391|clip=31,12,52642414,60,31M,31
sample1|NB501618:163:HWFCNAFXX:4:11408:14629:12658|right|12:52642392|clip=32,12,52642494,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:11411:3006:13651|right|12:66451372|clip=34,13,21597788,0,34M,34
sample1|NB501618:163:HWFCNAFXX:2:11301:15281:8746|right|13:110076519|clip=43,7,140477826,54,43M,43
sample1|NB501618:163:HWFCNAFXX:1:21206:17109:1169|right|14:105243025|clip=42,14,105246507,60,42M,42
sample1|NB501618:163:HWFCNAFXX:2:11210:15008:1826|right|14:105246506|clip=33,14,105261994,60,33M,33
sample1|NB501618:163:HWFCNAFXX:2:11210:15008:1826|right|14:105246514|clip=33,14,105261994,60,33M,33
sample1|NB501618:163:HWFCNAFXX:1:11202:10929:3539|right|14:105258973|clip=33,Un_gl000220,110031,0,33M,33
sample1|NB501618:163:HWFCNAFXX:4:21502:25186:2315|right|14:105258998|clip=38,14,105258956,60,38M,38
sample1|NB501618:163:HWFCNAFXX:2:11305:8146:17300|right|14:105559154|clip=36,14,105259024,60,36M,36
sample1|NB501618:163:HWFCNAFXX:1:21303:6333:7941|right|15:66727415|clip=40,15,66777408,27,40M,40
sample1|NB501618:163:HWFCNAFXX:3:21409:3195:9746|left|15:66727454|clip=35,15,66774163,0,35M,35
sample1|NB501618:163:HWFCNAFXX:1:21101:18082:13690|left|15:66727537|clip=40,15,66727470,21,40M,40
sample1|NB501618:163:HWFCNAFXX:1:11102:2777:7131|left|15:66727567|clip=42,8,29885756,0,5S37M,42
sample1|NB501618:163:HWFCNAFXX:4:21605:24571:11067|left|15:66727567|clip=33,15,66727416,60,33M,33
sample1|NB501618:163:HWFCNAFXX:4:11402:11316:13689|left|15:66729095|clip=44,15,66727428,39,30M14S,44
sample1|NB501618:163:HWFCNAFXX:4:11606:20064:16123|left|15:77363233|clip=31,3,12421203,60,31M,31
sample1|NB501618:163:HWFCNAFXX:4:11503:18083:13577|right|15:88576247|clip=39,5,33455404,60,39M,39
sample1|NB501618:163:HWFCNAFXX:4:11512:17613:9041|right|15:88576247|clip=40,5,33455403,60,40M,40
sample1|NB501618:163:HWFCNAFXX:4:11512:17613:9041|right|15:88576269|clip=41,5,33455402,60,41M,41
sample1|NB501618:163:HWFCNAFXX:4:11503:18083:13577|right|15:88576270|clip=41,5,33455402,60,41M,41
sample1|NB501618:163:HWFCNAFXX:1:21307:9930:5752|right|15:90628508|clip=30,15,90631702,60,30M,30
sample1|NB501618:163:HWFCNAFXX:1:21307:9930:5752|right|15:90628508|clip=30,15,90631702,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:11405:15835:9362|left|15:90628540|clip=43,15,90631900,60,43M,43
sample1|NB501618:163:HWFCNAFXX:1:11108:6551:5836|right|15:90631701|clip=46,15,90627359,60,46M,46
sample1|NB501618:163:HWFCNAFXX:3:11411:8242:11450|right|15:90631701|clip=39,15,90634794,60,39M,39
sample1|NB501618:163:HWFCNAFXX:3:11502:23807:11009|right|15:90631701|clip=32,15,90628589,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:11502:23807:11009|right|15:90631701|clip=32,15,90628589,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:21603:5251:12245|right|15:90631701|clip=39,15,90634794,60,39M,39
sample1|NB501618:163:HWFCNAFXX:4:11412:24374:11911|left|15:90631818|clip=33,15,90631702,60,33M,33
sample1|NB501618:163:HWFCNAFXX:4:11505:21146:4128|right|16:21435245|clip=33,19,41745153,60,33M,33
sample1|NB501618:163:HWFCNAFXX:1:21206:18700:9292|right|17:37882081|clip=31,17,37881300,60,31M,31
sample1|NB501618:163:HWFCNAFXX:1:21206:18700:9292|right|17:37882081|clip=31,17,37881300,60,31M,31
sample1|NB501618:163:HWFCNAFXX:4:11509:23287:9568|left|19:34887279|clip=38,19,34890647,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:21608:24417:16474|left|19:34887279|clip=38,19,34890647,60,38M,38
sample1|NB501618:163:HWFCNAFXX:3:11605:19827:6893|left|19:34887285|clip=32,19,34890492,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:11605:19827:6893|left|19:34887285|clip=40,19,34890484,60,40M,40
sample1|NB501618:163:HWFCNAFXX:3:21607:11497:14099|left|19:34887285|clip=39,19,34890485,60,39M,39
sample1|NB501618:163:HWFCNAFXX:3:21607:11497:14099|left|19:34887285|clip=40,19,34890484,60,40M,40
sample1|NB501618:163:HWFCNAFXX:4:21406:10190:1178|left|19:34887285|clip=40,19,34890484,60,40M,40
sample1|NB501618:163:HWFCNAFXX:4:21406:10190:1178|left|19:34887285|clip=40,19,34890484,60,40M,40
sample1|NB501618:163:HWFCNAFXX:2:21301:19719:17139|right|19:34890194|clip=44,19,34887265,60,44M,44
sample1|NB501618:163:HWFCNAFXX:3:21605:13754:12654|right|19:34890194|clip=30,19,34868654,60,30M,30
sample1|NB501618:163:HWFCNAFXX:2:21301:19719:17139|right|19:34890197|clip=44,19,34887265,60,44M,44
sample1|NB501618:163:HWFCNAFXX:3:21605:13754:12654|right|19:34890223|clip=39,19,34868654,60,39M,39
sample1|NB501618:163:HWFCNAFXX:1:21106:5400:18040|right|19:34890483|clip=30,19,34887288,60,30M,30
sample1|NB501618:163:HWFCNAFXX:1:21308:13386:5676|right|19:34890483|clip=30,19,34887288,60,30M,30
sample1|NB501618:163:HWFCNAFXX:2:11104:22782:12342|right|19:34890483|clip=35,19,34891026,60,35M,35
sample1|NB501618:163:HWFCNAFXX:2:11104:22782:12342|right|19:34890483|clip=35,19,34891026,60,35M,35
sample1|NB501618:163:HWFCNAFXX:2:11211:23080:8410|right|19:34890483|clip=30,19,34887288,60,30M,30
sample1|NB501618:163:HWFCNAFXX:3:11404:10366:6565|right|19:34890483|clip=30,19,34887287,60,30M,30
sample1|NB501618:163:HWFCNAFXX:3:11610:19121:6293|right|19:34890483|clip=36,19,34887484,60,36M,36
sample1|NB501618:163:HWFCNAFXX:3:11611:16548:9171|right|19:34890483|clip=30,19,34887288,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:11408:16644:11805|right|19:34890483|clip=30,19,34887287,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:11509:23287:9568|right|19:34890483|clip=30,19,34887287,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21407:11210:6413|right|19:34890483|clip=30,19,34887288,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21410:6088:12434|right|19:34890483|clip=30,19,34887288,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21609:24471:16936|right|19:34890483|clip=30,19,34887287,60,30M,30
sample1|NB501618:163:HWFCNAFXX:3:11610:19121:6293|right|19:34890503|clip=36,19,34887484,60,36M,36
sample1|NB501618:163:HWFCNAFXX:1:21106:5400:18040|right|19:34890504|clip=31,19,34887288,60,31M,31
sample1|NB501618:163:HWFCNAFXX:4:21410:6088:12434|right|19:34890504|clip=31,19,34887288,60,31M,31
sample1|NB501618:163:HWFCNAFXX:1:21308:13386:5676|right|19:34890510|clip=37,19,34887288,60,37M,37
sample1|NB501618:163:HWFCNAFXX:2:21112:11425:13960|right|19:34890510|clip=37,19,34887288,60,37M,37
sample1|NB501618:163:HWFCNAFXX:3:11611:16548:9171|right|19:34890510|clip=37,19,34887288,60,37M,37
sample1|NB501618:163:HWFCNAFXX:4:21407:11210:6413|right|19:34890511|clip=38,19,34887288,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:11408:16644:11805|right|19:34890512|clip=38,19,34887287,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:21406:12228:17065|right|19:34890513|clip=32,19,34887291,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:11404:10366:6565|right|19:34890515|clip=40,19,34887287,60,40M,40
sample1|NB501618:163:HWFCNAFXX:4:21609:24471:16936|right|19:34890515|clip=40,19,34887287,60,40M,40
sample1|NB501618:163:HWFCNAFXX:4:21604:5155:19976|right|19:34890516|clip=34,Un_gl000220,154405,0,34M,34
sample1|NB501618:163:HWFCNAFXX:2:11211:23080:8410|right|19:34890517|clip=44,19,34887288,60,44M,44
sample1|NB501618:163:HWFCNAFXX:4:21501:19140:17407|right|19:34890519|clip=38,19,34887291,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:11508:3418:17109|left|19:34890687|clip=34,19,34890653,60,34M,34
sample1|NB501618:163:HWFCNAFXX:3:21406:3758:11208|right|19:34890814|clip=36,19,34884647,60,31M5S,36
sample1|NB501618:163:HWFCNAFXX:3:11601:24124:3312|right|19:34890815|clip=33,19,34890955,60,33M,33
sample1|NB501618:163:HWFCNAFXX:4:11403:1415:9903|left|19:41725310|clip=36,19,41748786,60,2S34M,36
sample1|NB501618:163:HWFCNAFXX:3:21406:23298:11011|right|19:41726647|clip=33,19,41736881,60,33M,33
sample1|NB501618:163:HWFCNAFXX:3:21406:23298:11011|right|19:41726647|clip=33,19,41736881,60,33M,33
sample1|NB501618:163:HWFCNAFXX:4:11407:14604:7540|left|19:41726748|clip=34,19,41727118,60,34M,34
sample1|NB501618:163:HWFCNAFXX:1:11305:14196:12172|left|19:41727104|clip=38,19,41727912,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:11502:18430:18728|right|19:41727143|clip=33,19,41736881,60,33M,33
sample1|NB501618:163:HWFCNAFXX:1:11307:26517:10793|left|19:41727837|clip=39,19,41745126,60,39M,39
sample1|NB501618:163:HWFCNAFXX:4:11511:18490:14681|left|19:41727866|clip=38,19,41748830,60,38M,38
sample1|NB501618:163:HWFCNAFXX:3:21602:18976:13816|left|19:41727893|clip=41,19,41726688,60,41M,41
sample1|NB501618:163:HWFCNAFXX:1:21102:18930:4903|left|19:41727899|clip=46,Un_gl000220,113238,0,46M,46
sample1|NB501618:163:HWFCNAFXX:2:11311:17922:8672|left|19:41727899|clip=42,19,41725203,60,42M,42
sample1|NB501618:163:HWFCNAFXX:1:11105:15986:2161|left|19:41727902|clip=50,19,41726700,60,50M,50
sample1|NB501618:163:HWFCNAFXX:1:11101:8631:15468|left|19:41727903|clip=39,19,41759503,60,4S35M,39
sample1|NB501618:163:HWFCNAFXX:1:11104:12781:16845|left|19:41727903|clip=51,19,41725239,60,51M,51
sample1|NB501618:163:HWFCNAFXX:3:11503:19763:1044|left|19:41727903|clip=50,19,41737154,60,50M,50
sample1|NB501618:163:HWFCNAFXX:1:11305:14196:12172|left|19:41727905|clip=50,19,41727111,60,42M8S,50
sample1|NB501618:163:HWFCNAFXX:3:11512:3666:14462|left|19:41727923|clip=35,19,41725165,60,35M,35
sample1|NB501618:163:HWFCNAFXX:3:11512:3666:14462|left|19:41727923|clip=35,19,41725165,60,35M,35
sample1|NB501618:163:HWFCNAFXX:3:21412:5739:5514|left|19:41727923|clip=35,19,41725165,60,35M,35
sample1|NB501618:163:HWFCNAFXX:3:21412:5739:5514|left|19:41727923|clip=35,19,41725165,60,35M,35
sample1|NB501618:163:HWFCNAFXX:4:21609:23366:19739|left|19:41727932|clip=33,Un_gl000220,116575,0,33M,33
sample1|NB501618:163:HWFCNAFXX:4:21609:23366:19739|left|19:41727932|clip=33,Un_gl000220,160547,0,33M,33
sample1|NB501618:163:HWFCNAFXX:1:11201:20146:7595|left|19:41727935|clip=33,19,41737146,60,33M,33
sample1|NB501618:163:HWFCNAFXX:1:11201:20146:7595|left|19:41727935|clip=33,19,41737146,60,33M,33
sample1|NB501618:163:HWFCNAFXX:4:21508:4256:16595|right|19:41737103|clip=30,19,41736872,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21508:4256:16595|right|19:41737103|clip=41,19,41736873,60,41M,41
sample1|NB501618:163:HWFCNAFXX:3:11503:19763:1044|right|19:41737123|clip=42,19,41727911,60,42M,42
sample1|NB501618:163:HWFCNAFXX:3:21404:22309:3728|left|19:41737149|clip=30,19,41727861,60,30M,30
sample1|NB501618:163:HWFCNAFXX:3:11407:2098:1130|right|19:41743909|clip=32,19,41748788,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:11407:2098:1130|right|19:41743909|clip=32,19,41748788,60,32M,32
sample1|NB501618:163:HWFCNAFXX:1:21304:9668:12440|left|19:41744401|clip=50,19,41748787,60,17S33M,50
sample1|NB501618:163:HWFCNAFXX:1:11108:12769:7549|left|19:41744412|clip=31,19,41748789,60,31M,31
sample1|NB501618:163:HWFCNAFXX:1:11108:12769:7549|left|19:41744412|clip=31,19,41748789,60,31M,31
sample1|NB501618:163:HWFCNAFXX:2:11310:18441:3366|right|19:41744507|clip=53,19,41736870,60,9S44M,53
sample1|NB501618:163:HWFCNAFXX:2:21312:12134:7059|left|19:41745074|clip=38,19,41748792,60,38M,38
sample1|NB501618:163:HWFCNAFXX:3:11603:19831:8911|left|19:41745101|clip=38,19,41758768,60,38M,38
sample1|NB501618:163:HWFCNAFXX:4:11403:11390:10056|left|19:41745101|clip=39,19,41736875,60,39M,39
sample1|NB501618:163:HWFCNAFXX:4:11404:17881:6352|left|19:41745113|clip=32,19,41727916,60,32M,32
sample1|NB501618:163:HWFCNAFXX:3:11610:5499:4951|left|19:41745130|clip=35,19,41737158,60,35M,35
sample1|NB501618:163:HWFCNAFXX:2:21309:4209:15926|left|19:41745136|clip=32,19,41743863,60,32M,32
sample1|NB501618:163:HWFCNAFXX:4:11405:20383:7888|left|19:41745136|clip=34,19,41743863,60,34M,34
sample1|NB501618:163:HWFCNAFXX:4:11505:21146:4128|left|19:41745143|clip=42,16,21435290,0,42M,42
sample1|NB501618:163:HWFCNAFXX:2:21101:3423:4571|left|19:41745151|clip=45,19,41748862,60,45M,45
sample1|NB501618:163:HWFCNAFXX:3:21401:5828:14373|left|19:41745152|clip=51,19,41736870,60,7S44M,51
sample1|NB501618:163:HWFCNAFXX:4:21605:26812:12093|left|19:41745167|clip=37,19,41749569,60,37M,37
sample1|NB501618:163:HWFCNAFXX:4:21605:26812:12093|left|19:41745167|clip=37,19,41749569,60,37M,37
sample1|NB501618:163:HWFCNAFXX:2:21303:9639:17342|left|19:41745171|clip=37,19,41745135,60,33M4S,37
sample1|NB501618:163:HWFCNAFXX:2:21303:9639:17342|left|19:41745171|clip=37,19,41745135,60,33M4S,37
sample1|NB501618:163:HWFCNAFXX:3:11404:4013:5597|left|19:41745171|clip=44,19,41737083,60,13S31M,44
sample1|NB501618:163:HWFCNAFXX:1:11312:9417:10725|left|19:41745172|clip=44,19,41743968,60,44M,44
sample1|NB501618:163:HWFCNAFXX:2:11212:17521:5053|left|19:41745179|clip=34,19,41736874,60,34M,34
sample1|NB501618:163:HWFCNAFXX:2:11212:17521:5053|left|19:41745179|clip=40,19,41736874,60,40M,40
sample1|NB501618:163:HWFCNAFXX:1:21312:8887:4591|left|19:41745180|clip=47,19,41737164,49,41M6S,47
sample1|NB501618:163:HWFCNAFXX:1:11302:20862:14493|left|19:41745188|clip=31,19,41744421,60,31M,31
sample1|NB501618:163:HWFCNAFXX:1:11302:20862:14493|left|19:41745188|clip=31,19,41744421,60,31M,31
sample1|NB501618:163:HWFCNAFXX:3:11607:10919:16927|right|19:41745604|clip=30,19,41748790,60,30M,30
sample1|NB501618:163:HWFCNAFXX:3:11607:10919:16927|right|19:41745604|clip=30,19,41748790,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21406:8975:7292|right|19:41745604|clip=30,19,41748790,60,30M,30
sample1|NB501618:163:HWFCNAFXX:4:21406:8975:7292|right|19:41745604|clip=30,19,41748790,60,30M,30
